Source	Target	Label
u98006	u98358	COLLABORATES
u98006	u100410	COLLABORATES
u230	u226	COLLABORATES
u97610	u99382	COLLABORATES
u87772	u79137	COLLABORATES
u97674	u98151	COLLABORATES
u97673	u97558	COLLABORATES
u100410	u97673	COLLABORATES
u97836	u97774	COLLABORATES
u98417	u99724	COLLABORATES
u97559	u97552	COLLABORATES
u97639	u104104	COLLABORATES
u82407	u74817	COLLABORATES
u98265	u98263	COLLABORATES
u98152	u97609	COLLABORATES
u97563	u98726	COLLABORATES
u71	u69	COLLABORATES
u85315	u85312	COLLABORATES
u85259	u85258	COLLABORATES
u97552	u98726	COLLABORATES
u41	u15883	COLLABORATES
u753	u752	COLLABORATES
u89966	u89963	COLLABORATES
u93595	u93594	COLLABORATES
u98417	u97609	COLLABORATES
u75391	u75390	COLLABORATES
u89964	u89963	COLLABORATES
u97552	u97836	COLLABORATES
u85579	u85577	COLLABORATES
u95347	u95346	COLLABORATES
u97557	u59405	COLLABORATES
u94341	u94340	COLLABORATES
u945	u944	COLLABORATES
u94347	u94342	COLLABORATES
u73192	u73191	COLLABORATES
u93521	u93519	COLLABORATES
u179	u178	COLLABORATES
u78702	u97776	COLLABORATES
u97553	u97641	COLLABORATES
u85264	u85263	COLLABORATES
u97912	u98695	COLLABORATES
u72710	u72707	COLLABORATES
u95883	u95882	COLLABORATES
u1120	u1119	COLLABORATES
u97638	u98294	COLLABORATES
u100410	u97638	COLLABORATES
u448	u445	COLLABORATES
u98358	u97560	COLLABORATES
u97775	u97609	COLLABORATES
u95599	u95598	COLLABORATES
u97561	u97554	COLLABORATES
u97642	u98006	COLLABORATES
u85263	u85256	COLLABORATES
u97912	u98417	COLLABORATES
u93078	u93077	COLLABORATES
u97562	u97610	COLLABORATES
u79623	u79620	COLLABORATES
u97562	u97558	COLLABORATES
u97553	u98263	COLLABORATES
u65682	u65680	COLLABORATES
u685	u683	COLLABORATES
u97868	u97775	COLLABORATES
u97555	u97774	COLLABORATES
u97775	u98125	COLLABORATES
u97640	u78702	COLLABORATES
u52003	u52002	COLLABORATES
u79622	u79621	COLLABORATES
u93522	u93521	COLLABORATES
u85198	u85197	COLLABORATES
u97671	u97868	COLLABORATES
u98294	u98726	COLLABORATES
u95980	u95979	COLLABORATES
u88974	u88973	COLLABORATES
u98114	u99165	COLLABORATES
u97557	u98294	COLLABORATES
u104104	u99382	COLLABORATES
u82028	u23913	COLLABORATES
u97673	u98265	COLLABORATES
u97555	u97968	COLLABORATES
u97672	u78702	COLLABORATES
u97555	u143829	COLLABORATES
u59015	u790	COLLABORATES
u72806	u72805	COLLABORATES
u98263	u97562	COLLABORATES
u97913	u97556	COLLABORATES
u97836	u99165	COLLABORATES
u505	u504	COLLABORATES
u101210	u97554	COLLABORATES
u97642	u97609	COLLABORATES
u98294	u97968	COLLABORATES
u97639	u97673	COLLABORATES
u97056	u39852	COLLABORATES
u95069	u95067	COLLABORATES
u64210	u63951	COLLABORATES
u97775	u97563	COLLABORATES
u235	u225	COLLABORATES
u945	u789	COLLABORATES
u449	u445	COLLABORATES
u1559	u1556	COLLABORATES
u98725	u97912	COLLABORATES
u85316	u85314	COLLABORATES
u1348	u146	COLLABORATES
u90836	u90834	COLLABORATES
u72709	u72707	COLLABORATES
u91061	u91060	COLLABORATES
u9346	u8376	COLLABORATES
u97639	u98125	COLLABORATES
u95798	u95797	COLLABORATES
u85233	u85232	COLLABORATES
u85263	u85261	COLLABORATES
u85318	u85316	COLLABORATES
u97556	u97641	COLLABORATES
u99165	u97610	COLLABORATES
u79621	u79620	COLLABORATES
u70382	u70381	COLLABORATES
u308	u307	COLLABORATES
u97913	u98726	COLLABORATES
u98726	u98265	COLLABORATES
u97563	u98358	COLLABORATES
u355	u354	COLLABORATES
u97612	u98151	COLLABORATES
u36950	u36949	COLLABORATES
u72756	u72754	COLLABORATES
u97557	u97672	COLLABORATES
u97912	u97836	COLLABORATES
u78503	u78930	COLLABORATES
u94347	u94345	COLLABORATES
u97558	u143829	COLLABORATES
u97559	u97912	COLLABORATES
u95286	u95285	COLLABORATES
u97563	u97608	COLLABORATES
u42386	u42385	COLLABORATES
u36751	u36750	COLLABORATES
u93615	u93613	COLLABORATES
u15885	u15884	COLLABORATES
u95883	u95881	COLLABORATES
u63365	u783	COLLABORATES
u76441	u76439	COLLABORATES
u1176	u1175	COLLABORATES
u97612	u97608	COLLABORATES
u99165	u98725	COLLABORATES
u3718	u3717	COLLABORATES
u817	u816	COLLABORATES
u489	u487	COLLABORATES
u98152	u97671	COLLABORATES
u88977	u88975	COLLABORATES
u97774	u97559	COLLABORATES
u818	u811	COLLABORATES
u98725	u97836	COLLABORATES
u97673	u97912	COLLABORATES
u97642	u97558	COLLABORATES
u97609	u97776	COLLABORATES
u749	u94338	COLLABORATES
u73821	u79196	COLLABORATES
u97968	u98151	COLLABORATES
u232	u225	COLLABORATES
u96685	u709	COLLABORATES
u89967	u89965	COLLABORATES
u2341	u2340	COLLABORATES
u97561	u97671	COLLABORATES
u97561	u98726	COLLABORATES
u99165	u97639	COLLABORATES
u98152	u78702	COLLABORATES
u97563	u97672	COLLABORATES
u97913	u97775	COLLABORATES
u97611	u97558	COLLABORATES
